Pre;Post;Sections;Type
IL2L;OLQDL;3;chemical
IL2L;RMEV;3;chemical
URADL;RMEL;3;chemical
URADL;RIH;3;chemical
RIH;RMEV;1;chemical
IL2R;OLQVR;2;chemical
IL2R;RIH;2;chemical
IL2R;OLQVR;1;chemical
IL2R;OLQVR;3;chemical
IL2R;RIH;3;chemical
IL2R;OLQVR;3;chemical
IL2R;RMEV;2;chemical
IL2R;OLQVR;2;chemical
IL2R;OLQVR;1;chemical
IL2R;RIH;1;chemical
IL2R;OLQDR;1;chemical
RIH;OLQVR;1;chemical
RIH;RIPR;1;chemical
IL2DL;RIH;1;chemical
RIH;RMER;2;chemical
CEPVR;RIAR;1;chemical
CEPVR;RIAL;1;chemical
IL2VL;RIPL;1;chemical
IL2VL;RIH;1;chemical
RIH;OLQVL;2;chemical
RIH;IL2L;2;chemical
RIGR;AIBL;2;chemical
RIGR;DVC;2;chemical
RIGR;DVA;2;chemical
RIGR;BAGL;2;chemical
RIGR;RIAR;2;chemical
BAGL;RIGR;1;chemical
RIGR;AVKL;14;chemical
RIGR;RMHL;14;chemical
PVT;DVC;1;chemical
RIGL;ADLL;2;chemical
RIGL;OLQVL;2;chemical
ADLL;OLQVL;1;chemical
ADLL;RIGL;1;chemical
ADLL;RIR;1;chemical
BAGR;RIAL;4;chemical
BAGR;RIGL;4;chemical
BAGR;RIGL;3;chemical
BAGR;RIGL;1;chemical
BAGR;RIAL;1;chemical
BAGR;RIGL;1;chemical
SDQR;ALML;1;chemical
ADLR;PVCL;2;chemical
ADLR;AVAR;2;chemical
ADLR;AVAR;2;chemical
ADLR;AVDL;2;chemical
ADLR;AVDL;2;chemical
PVCL;AVBR;1;chemical
PVCL;AVJL;1;chemical
PVCL;AVDL;1;chemical
PVCL;AVDL;2;chemical
PVCL;AVAR;2;chemical
DVA;PVCL;2;chemical
DVA;PVPR;2;chemical
DVA;AVAR;2;chemical
ADLR;AVBR;2;chemical
ADLR;AVDL;2;chemical
CEPVR;RICR;2;chemical
CEPVR;ADLR;2;chemical
CEPVR;OLQVR;2;chemical
ADLR;URXR;1;chemical
ADLR;URXR;1;chemical
ADLR;URXR;1;chemical
PVPR;AVAR;1;chemical
PVPR;PVCL;2;chemical
PVPR;AVAR;2;chemical
RIBR;AVAR;2;chemical
RIBR;AVBL;2;chemical
AVAR;AVBL;1;chemical
AVAR;AVBL;1;chemical
URXR;AVAR;1;chemical
SAAVR;AVAR;3;chemical
SAAVR;RIMR;3;chemical
SAADR;AVAR;1;chemical
SAADR;AVAR;1;chemical
RICR;ADAR;1;chemical
RICR;AVAR;1;chemical
ADAR;AVJL;1;chemical
ADAR;AVAR;1;chemical
RICR;ADAR;1;chemical
RICR;AVAR;1;chemical
OLQDR;RMHR;1;chemical
RIFL;ALML;1;chemical
RIFL;AVBL;1;chemical
RIFL;ALML;1;chemical
RIFL;AVBL;1;chemical
SDQR;AVBL;1;chemical
ADLL;AVJR;4;chemical
ADLL;AVBL;4;chemical
ADAL;AVJR;1;chemical
ADLR;AVBL;2;chemical
ADLR;SIBVL;2;chemical
ADLR;URXR;2;chemical
ADFR;RIR;1;chemical
ADFR;ADFR;1;chemical
PVPR;RIAR;1;chemical
PVPR;AQR;1;chemical
BAGL;RIAR;2;chemical
RIBR;RIGR;1;chemical
RIGR;RIBR;1;chemical
RIGR;RIBR;1;chemical
RIBR;RIGR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIGR;1;chemical
RIFL;AVHR;1;chemical
RIFL;AVBL;1;chemical
AVHR;AVBL;1;chemical
PVCR;SIBVR;1;chemical
PVR;AVBL;2;chemical
PVR;AVJL;2;chemical
RIFR;AVBR;1;chemical
PVPR;AVBR;1;chemical
PVPR;AVBR;1;chemical
RIFR;AVBR;1;chemical
AVJL;AVHL;2;chemical
AVJL;AVBR;2;chemical
RIFR;PVCR;1;chemical
RIFR;AVBL;1;chemical
PVCR;RID;3;chemical
PVCR;AVBR;3;chemical
RIFR;AVBR;1;chemical
PVCL;PVCL;1;chemical
RIBL;AVEL;1;chemical
RICR;SMDDL;1;chemical
RICR;AVAR;1;chemical
PVCL;RID;8;chemical
PVCL;AVBR;8;chemical
PVCL;AVDR;8;chemical
PVCL;PVCR;8;chemical
SDQL;ALML;1;chemical
SDQL;AVEL;1;chemical
ADAL;ADLL;1;chemical
ADAL;ADLL;1;chemical
DVA;AVBR;1;chemical
DVA;PVCL;1;chemical
PVCR;RID;1;chemical
PVCR;AVBR;1;chemical
PVPL;PVCR;1;chemical
PVPL;AVBR;1;chemical
PVPL;PVCL;1;chemical
ADAL;AVBR;2;chemical
ADAL;AVBR;3;chemical
ADAL;RIPL;3;chemical
PVCL;AVBR;1;chemical
PVCL;RID;1;chemical
PVCL;AVBR;1;chemical
PVCL;AVBR;1;chemical
PVCL;SIBVL;1;chemical
PVCL;SIBVL;1;chemical
RICL;RIVR;1;chemical
OLQDL;RICR;1;chemical
OLQDL;RMHL;1;chemical
AVJL;RIFR;1;chemical
AVJL;AVBR;1;chemical
BDUR;PVNL;2;chemical
BDUR;glial;2;chemical
PVR;AVBR;1;chemical
PVR;RIPR;1;chemical
HSNR;BDUR;2;chemical
HSNR;RIFR;2;chemical
ASHR;ASHR;1;chemical
ASHR;PVCL;1;chemical
ADLR;AVBR;1;chemical
ADLR;ASHR;1;chemical
ALMR;BDUR;2;chemical
ALMR;BDUR;1;chemical
BDUR;PVNL;2;chemical
ALMR;BDUR;2;chemical
RIFR;AVBR;1;chemical
RIFR;URXR;1;chemical
BDUR;ALMR;1;chemical
ASHR;AVDL;1;chemical
ASHR;ASHR;1;chemical
ADLR;OLQVR;1;chemical
ADLR;RIPR;1;chemical
ADLR;RIFR;2;chemical
ADLR;AVBR;2;chemical
ADLR;ADLR;2;chemical
ADLR;URXR;2;chemical
ADLR;AVDL;1;chemical
RICR;URBR;1;chemical
RICR;RICL;1;chemical
ADLR;RICR;1;chemical
RIAR;AVAR;1;chemical
RIAR;RIBR;1;chemical
AVBR;AVJL;2;chemical
ADAR;AVAR;1;chemical
ADAR;AVBR;1;chemical
ADAR;ASHR;1;chemical
ASHR;ADAR;1;chemical
ASHR;AVBR;1;chemical
RIFR;AVBR;1;chemical
RIFR;AVJR;1;chemical
RIFR;AVFL;1;chemical
RIFR;AVJR;1;chemical
AVJR;AVJL;1;chemical
AVJR;AVBR;1;chemical
PVR;AVJL;1;chemical
PVR;AVBR;1;chemical
PVR;AVBR;1;chemical
DVA;SMBVR;1;chemical
DVA;SMBDR;1;chemical
ADLR;ASHR;2;chemical
ADLR;AVDL;2;chemical
ADLR;AVDL;1;chemical
ADAR;AVAR;1;chemical
ADAR;AVBR;1;chemical
ADAR;AVBR;1;chemical
ADAR;AVJL;1;chemical
PVPR;RIGR;1;chemical
PVPR;AVBL;1;chemical
BAGL;RIGR;1;chemical
BAGL;RIGR;1;chemical
BAGL;RIAR;1;chemical
RMGR;AVDL;2;chemical
AVBL;AVAR;2;chemical
AVBL;PVCR;2;chemical
AVBL;AVBR;2;chemical
RIML;SAADR;1;chemical
AVDL;AVJL;1;chemical
OLQVL;AVDR;1;chemical
OLQVL;AVAL;1;chemical
ADAL;RICL;1;chemical
ADAL;RICL;1;chemical
BAGL;RID;3;chemical
BAGL;RIGL;3;chemical
RIGL;AVEL;2;chemical
AIZL;AVEL;3;chemical
AIZL;RIGL;3;chemical
AIZL;AIBR;3;chemical
PVT;AIBR;1;chemical
AVBL;DVA;2;chemical
AVBL;AVAR;2;chemical
RIFR;AVBR;1;chemical
RIFR;ADLR;1;chemical
AVBL;AVAR;1;chemical
ADAR;AVJL;1;chemical
ADAR;AVDR;1;chemical
ADAR;AVJL;1;chemical
PVR;AVBL;2;chemical
PVR;AVJL;2;chemical
PVR;AVJL;1;chemical
PVR;ADAR;1;chemical
RIPR;AVBR;2;chemical
AVFL;HSNR;1;chemical
AVFL;RIFR;1;chemical
AVDR;ALA;1;chemical
ALA;AVDR;1;chemical
AVJR;FLPR;2;chemical
AVJR;AVDR;2;chemical
ADLR;AVBR;1;chemical
ADLR;ADLR;1;chemical
RIFR;AVBR;3;chemical
RIFR;HSNR;3;chemical
ADEL;AVEL;2;chemical
ADEL;IL1L;2;chemical
ADEL;SMBVL;2;chemical
BDUR;URADR;3;chemical
BDUR;PVNL;3;chemical
BDUR;PVNR;3;chemical
ASHR;HSNR;1;chemical
ALML;RIFL;2;chemical
ALML;BDUL;2;chemical
ALML;BDUL;1;chemical
RIFR;AWBR;2;chemical
RIFR;HSNL;2;chemical
PVCR;AVBR;1;chemical
PVCR;AVDR;1;chemical
PVCR;RID;2;chemical
PVCR;SIBVR;2;chemical
PVCR;AVBR;2;chemical
AVFL;AVFR;1;chemical
AVFL;RIFL;1;chemical
BAGR;AVEL;1;chemical
AVKR;SAADL;2;chemical
AVKR;RMFL;2;chemical
RIFL;dBWML5;2;chemical
SMDDL;SMDVR;2;chemical
SMDDL;RIAR;2;chemical
SMDDL;RIAL;2;chemical
RIFL;AVJR;1;chemical
RIFL;AVBL;1;chemical
RIFR;RIFL;1;chemical
RIFR;AIZL;1;chemical
OLLR;SMDDL;1;chemical
OLLR;AVEL;1;chemical
OLLR;CEPDR;1;chemical
OLLR;RIBR;1;chemical
OLLR;AVEL;1;chemical
CEPDR;OLLR;5;chemical
CEPDR;AVEL;5;chemical
OLLR;SMDVR;1;chemical
CEPDR;AVEL;2;chemical
CEPDR;OLLR;2;chemical
RICL;ADAR;2;chemical
RICL;RIMR;2;chemical
OLLR;AVEL;1;chemical
OLLR;CEPDR;1;chemical
OLLR;RIBR;1;chemical
OLLR;RMER;1;chemical
SMDDR;RIMR;2;chemical
SMDDR;AIZR;2;chemical
OLLR;AVEL;1;chemical
OLLR;OLLR;1;chemical
OLLR;AVEL;1;chemical
OLLR;AVEL;1;chemical
CEPDR;AVEL;2;chemical
CEPDR;OLLR;2;chemical
OLLR;URYVL;1;chemical
OLLR;AVEL;1;chemical
URYVL;AVEL;2;chemical
URYVL;OLLR;2;chemical
OLLR;AVEL;3;chemical
OLLR;RIBR;3;chemical
OLLR;RMDVR;1;chemical
IL1R;OLLR;1;chemical
IL1DR;IL1R;1;chemical
IL1DR;OLLR;1;chemical
OLLR;RIBR;3;chemical
OLLR;AVEL;3;chemical
OLLR;IL2R;1;chemical
ADLR;AVDL;1;chemical
ADLR;AVAR;1;chemical
OLLR;AVEL;1;chemical
OLLR;RIBR;1;chemical
OLLR;AVEL;1;chemical
OLLR;RIBR;1;chemical
RIS;RIBR;1;chemical
RIS;AVEL;1;chemical
RIS;CEPVR;1;chemical
ASHR;AVAR;1;chemical
ASHR;AVBR;1;chemical
OLLR;RMDDR;1;chemical
OLLR;CEPVR;1;chemical
RIR;ASHR;1;chemical
RIR;ADAR;1;chemical
RIR;RMGR;1;chemical
CEPVR;AVEL;3;chemical
CEPVR;OLLR;3;chemical
RMGR;ADAR;1;chemical
RIS;AVEL;1;chemical
RIS;CEPVR;1;chemical
OLLR;AVEL;2;chemical
OLLR;RMDDR;2;chemical
CEPVR;AVEL;2;chemical
CEPVR;OLLR;2;chemical
URYVR;RMDDR;1;chemical
URYVR;AVEL;1;chemical
OLLR;SMDVL;2;chemical
URYVR;CEPVR;1;chemical
URYVR;AVEL;1;chemical
AIZR;DVA;1;chemical
AIZL;AIBR;4;chemical
AIZL;AVKR;4;chemical
AIZL;AVER;4;chemical
URXL;URXL;1;chemical
URXL;ADAL;1;chemical
ADAL;URXL;1;chemical
ADAL;RID;1;chemical
ADAL;AVAL;2;chemical
ADAL;AVJR;2;chemical
ADAL;AVBL;2;chemical
ADAL;AVJR;1;chemical
ADAL;AVDL;1;chemical
OLLL;SMDDL;1;chemical
OLLL;RIBL;1;chemical
RMDDL;AVER;1;chemical
RMDDL;CEPVL;1;chemical
AFDR;AFDL;1;chemical
HSNR;AVFL;2;chemical
HSNR;AVHL;2;chemical
HSNR;AVHR;2;chemical
RIFR;AVBR;1;chemical
RIFR;PVCL;1;chemical
CEPDR;OLLR;1;chemical
CEPDR;IL1R;1;chemical
IL1VR;RMDDR;1;chemical
IL1VR;vBWMR4;1;chemical
IL1VR;vBWMR4;1;chemical
IL1VR;RMDDR;1;chemical
IL1VR;RMDDR;1;chemical
IL1VR;vBWMR4;1;chemical
URYVL;AVDR;1;chemical
URYVL;AVJR;1;chemical
ADAL;AVDR;2;chemical
PVCR;AVDR;2;chemical
PVCR;RID;2;chemical
PVPL;PVCR;2;chemical
PVPL;AVBR;2;chemical
PVPL;AVBL;2;chemical
AVHR;AVJR;2;chemical
AVHR;AVBL;2;chemical
RMDR;RMDL;2;chemical
RMDR;OLLR;2;chemical
CEPDR;RICR;1;chemical
CEPDR;RICR;3;chemical
CEPDR;RICL;3;chemical
CEPDR;RMHL;3;chemical
CEPDR;URBR;3;chemical
CEPDR;IL1DR;3;chemical
CEPDR;OLQDR;3;chemical
CEPVL;glial;2;chemical
RICL;CEPVL;1;chemical
RICL;ADLR;2;chemical
RICL;URBR;2;chemical
AVFR;AVBL;5;chemical
AVFR;AVFL;5;chemical
HSNL;AVFR;1;chemical
HSNL;AIAL;1;chemical
RIFR;AVBR;1;chemical
RIFR;AVJL;1;chemical
AVHL;AVJL;1;chemical
PVCR;AVHL;1;chemical
PVCR;AQR;1;chemical
ASHR;AVDL;2;chemical
ASHR;AVER;2;chemical
ADAR;AVAR;1;chemical
ADAR;AVJL;1;chemical
FLPR;AVJR;2;chemical
AVJR;PVCL;2;chemical
AVJR;PVCR;2;chemical
AVHL;ADFR;1;chemical
AVHL;AVAR;1;chemical
AIMR;AVHR;2;chemical
AIMR;BDUR;2;chemical
AIMR;RIFR;2;chemical
AVHR;SMBDL;1;chemical
AVHR;SMBVL;1;chemical
AVHR;PVPL;2;chemical
ADLL;AWBL;1;chemical
RMFL;AVKR;2;chemical
RMFL;AVKL;2;chemical
RMFL;RMDR;1;chemical
RMFL;AVKL;1;chemical
AVKL;RMFL;2;chemical
AVKL;RIVL;2;chemical
PVT;AVKR;1;chemical
RMFL;AVKL;2;chemical
RMFL;RMHL;2;chemical
RMFL;AVKL;2;chemical
RMFL;AVKR;2;chemical
PVT;AVKL;1;chemical
PVT;AVKL;1;chemical
PVT;AVL;1;chemical
PVT;RMFR;1;chemical
PVT;AVKL;1;chemical
AVL;RIS;1;chemical
SMDVR;RIAR;1;chemical
RIS;RIMR;1;chemical
RIS;AVKL;1;chemical
RIS;AVKL;1;chemical
RIS;RMDR;2;chemical
RIS;AVKR;2;chemical
RMFL;AVKR;4;chemical
RMFL;RMDR;4;chemical
RMFL;RMDR;2;chemical
RMFL;AVKR;2;chemical
RMFL;AVKR;1;chemical
RMFL;RMDR;1;chemical
RMFL;AVKR;1;chemical
RMFL;RMDR;1;chemical
AVKR;RMDR;2;chemical
AVKR;RIML;2;chemical
ADLL;AWAL;1;chemical
RIVL;ASGL;1;chemical
RIVL;ASJL;1;chemical
AIYL;AWAL;2;chemical
AIYL;AIZL;2;chemical
ALMR;BDUR;1;chemical
AWAR;ASER;1;chemical
AWAR;AIAR;1;chemical
AWAR;AIZR;1;chemical
ASHR;AWAR;1;chemical
AWBL;ASHL;2;chemical
ADLL;AIBL;2;chemical
AWAL;AWBL;1;chemical
HSNL;ASHL;3;chemical
HSNL;AWBL;3;chemical
HSNL;RIR;3;chemical
HSNL;AIZL;3;chemical
AWBL;AWAL;1;chemical
AWBL;HSNL;1;chemical
AVHL;AWBR;1;chemical
ADLR;AVDL;1;chemical
AWBR;RIR;1;chemical
AWBR;RIFR;1;chemical
ASEL;AWCL;1;chemical
AWCL;AWCR;1;chemical
AWCL;AIYL;1;chemical
AWCL;AWCR;1;chemical
AWCL;AWCR;1;chemical
AIAR;AWCL;1;chemical
AWCR;RIAL;3;chemical
AWCR;RIVL;3;chemical
AWCR;IL2L;2;chemical
AWCR;ASIL;2;chemical
ADLR;AWCR;1;chemical
AWCR;AWCL;2;chemical
ADLR;AIBR;1;chemical
ADLR;AIAR;1;chemical
BDUL;dBWML5;1;chemical
BDUL;dBWML5;2;chemical
BDUL;RIFL;2;chemical
AVFL;AVJL;1;chemical
BDUL;URADL;1;chemical
PVNL;AVJR;2;chemical
PVNL;AVJL;2;chemical
ALMR;BDUR;1;chemical
ALMR;BDUR;2;chemical
BDUR;ADER;1;chemical
BDUR;CEPVR;1;chemical
BDUR;PVNR;1;chemical
BDUR;dBWMR6;1;chemical
BAGR;RIBL;1;chemical
BAGR;RIAL;1;chemical
URXL;RIAL;2;chemical
AUAL;BAGR;1;chemical
AQR;AVAL;1;chemical
AQR;BAGR;1;chemical
BAGR;RIBL;2;chemical
BAGR;OLQVL;2;chemical
BAGR;RIBL;3;chemical
BAGR;AVEL;3;chemical
BAGR;RIBR;1;chemical
RIH;RIAR;2;chemical
RIH;BAGL;2;chemical
RIH;RIBR;2;chemical
BAGL;RIAR;1;chemical
BAGL;RIBR;1;chemical
BAGL;RIAR;1;chemical
BAGL;RIBR;1;chemical
HSNL;AVFL;2;chemical
HSNL;ASKL;2;chemical
HSNL;HSNR;2;chemical
AINL;ASIL;1;chemical
AINL;ASIL;1;chemical
BAGL;RIBR;1;chemical
BAGL;RIBR;1;chemical
BAGL;AVEL;1;chemical
BAGL;BAGR;1;chemical
BAGL;RIBR;2;chemical
BAGL;AVER;2;chemical
BAGL;RIGR;1;chemical
RIBR;RIAR;1;chemical
RIBR;BAGL;1;chemical
BAGL;RIBR;1;chemical
BAGL;AVER;1;chemical
BAGL;AIZR;1;chemical
DVA;AQR;2;chemical
DVA;AVAL;2;chemical
AVJL;AVBL;1;chemical
BAGL;RIAR;2;chemical
BAGL;RIBR;2;chemical
RIAL;RMDDR;1;chemical
RMDDR;dBWML1;2;chemical
RMER;dBWML3;2;chemical
BAGL;RIPR;1;chemical
HSNL;AVFL;1;chemical
HSNL;AIZR;1;chemical
HSNL;AWAR;1;chemical
ASHR;HSNR;4;chemical
ASHR;HSNL;4;chemical
HSNL;HSNR;1;chemical
IL1L;IL2L;1;chemical
IL1L;RMDL;1;chemical
RMER;dBWML3;1;chemical
RMER;dBWML3;1;chemical
RMER;RMHR;1;chemical
IL2L;IL1L;1;chemical
IL2L;RMDL;1;chemical
IL1L;RMER;2;chemical
IL1L;dBWML3;2;chemical
IL1L;RMER;1;chemical
IL1L;dBWML3;1;chemical
IL1L;RMER;1;chemical
IL1L;dBWML3;1;chemical
RMER;vBWML1;1;chemical
RMER;dBWML3;2;chemical
IL1L;vBWML1;1;chemical
OLLL;RMDL;1;chemical
ADEL;OLLL;3;chemical
ADEL;RMDL;3;chemical
IL1L;vBWML2;2;chemical
IL1L;URAVL;2;chemical
IL1L;RMDVL;1;chemical
OLLL;RMEL;3;chemical
OLLL;RIBL;3;chemical
OLLL;AVER;3;chemical
RIBL;RMDR;1;chemical
RIBL;AVER;1;chemical
OLLL;RMEL;1;chemical
OLLL;RIBL;1;chemical
IL1L;RMDVL;5;chemical
RMDR;RIAL;1;chemical
IL2DL;RIPL;2;chemical
IL2DL;IL1DL;2;chemical
RMER;dBWML3;4;chemical
RMER;vBWML1;4;chemical
IL1DL;dBWML2;3;chemical
IL1DL;RMDVL;1;chemical
IL1DL;dBWML2;1;chemical
IL1DL;dBWML3;2;chemical
IL1DL;URADL;2;chemical
IL1DL;dBWML3;2;chemical
IL1DL;dBWML3;1;chemical
URADL;IL1DL;2;chemical
URADL;RIPL;2;chemical
RIAL;RMDL;2;chemical
RIAL;RIMR;2;chemical
OLLL;RIBL;2;chemical
OLLL;AVER;2;chemical
CEPDL;AVER;2;chemical
CEPDL;RIBL;2;chemical
CEPDL;RIS;2;chemical
IL1DL;dBWML6;8;chemical
IL1DL;URADL;8;chemical
IL1DL;RIPL;8;chemical
IL1DL;dBWML1;8;chemical
IL1DL;RMDVL;2;chemical
IL1DL;dBWMR7;2;chemical
URBR;OLQDR;2;chemical
URBR;IL1DR;2;chemical
RMDDL;IL1DR;1;chemical
RMDDL;dBWMR2;1;chemical
IL1DR;RMDDL;2;chemical
IL1DR;dBWMR3;2;chemical
IL1DR;dBWMR2;2;chemical
IL1DR;dBWMR2;2;chemical
IL1DR;RMDVR;2;chemical
IL1DR;dBWMR2;2;chemical
IL1DR;RMDVR;2;chemical
IL1DR;RMDVR;1;chemical
IL1DR;dBWMR3;1;chemical
RMDDL;dBWMR3;1;chemical
RMDDL;IL1DR;1;chemical
IL1DR;dBWMR1;3;chemical
IL1DR;RMDVR;3;chemical
RMDDL;dBWMR1;1;chemical
RMDDL;RMDVR;1;chemical
RMDVR;IL1DR;1;chemical
ALMR;PVCR;2;chemical
RICL;RICR;2;chemical
PVPR;PVCR;3;chemical
PVPR;AVBL;3;chemical
ASHR;AVBR;1;chemical
ASHR;AVAR;1;chemical
PVPR;AVAR;2;chemical
PVPR;PVCL;2;chemical
PVCL;AVBR;1;chemical
BAGL;ADFR;1;chemical
BAGL;AIZR;1;chemical
AVJL;PVCL;1;chemical
ADFR;BAGL;2;chemical
ADFR;AIZR;2;chemical
DVC;RIBR;1;chemical
PVT;AVKL;1;chemical
PVT;DVC;1;chemical
PVT;AVKR;1;chemical
PVT;AVKL;1;chemical
AVKL;SAADL;1;chemical
RMFL;PVT;2;chemical
RMFL;AVKR;2;chemical
URYVL;CEHVL;1;chemical
PVR;IL1VL;9;chemical
PVR;RIPL;9;chemical
PVR;AVBL;1;chemical
PVR;AVJR;1;chemical
PVR;AVJR;2;chemical
PVR;AVBL;2;chemical
PVR;AVBR;1;chemical
PVR;PVCL;1;chemical
PVR;AVJL;2;chemical
PVR;AVBR;2;chemical
IL1R;AVER;1;chemical
IL1R;vBWMR4;1;chemical
RMDL;dBWMR3;1;chemical
RMDL;RMHL;1;chemical
RMHL;dBWMR3;1;chemical
IL1R;RMDVL;2;chemical
IL1R;dBWMR3;2;chemical
RMEL;dBWMR3;2;chemical
RMHL;dBWMR3;1;chemical
RMHL;IL1R;1;chemical
RMHL;dBWMR3;1;chemical
RMEL;IL1R;1;chemical
RMEL;OLLR;1;chemical
IL1R;dBWMR3;2;chemical
IL1R;RMDDL;2;chemical
RMEL;dBWMR3;1;chemical
RMEL;IL1R;1;chemical
IL1R;vBWMR4;4;chemical
IL1R;RMDVL;4;chemical
IL1R;RMDVL;2;chemical
IL1R;vBWMR4;2;chemical
IL1R;vBWMR4;1;chemical
IL1R;dBWMR5;1;chemical
IL1R;dBWMR4;3;chemical
IL1R;RMDVR;3;chemical
IL1VL;vBWML2;5;chemical
IL1VL;RMDDL;5;chemical
IL1VL;IL1VL;5;chemical
RMDVR;RMDDL;1;chemical
RMDVR;vBWML2;1;chemical
IL1VL;vBWML1;1;chemical
IL1VL;RMDDL;1;chemical
IL1VL;vBWML1;1;chemical
IL1VL;RMDDL;1;chemical
IL1VL;vBWML1;1;chemical
IL1VL;RMDDL;4;chemical
IL1VL;vBWML1;4;chemical
IL1VL;OLQVL;2;chemical
IL1VL;RMDDL;1;chemical
OLLL;RIBL;3;chemical
OLLL;AVER;3;chemical
CEPVR;IL1VR;2;chemical
CEPVR;URYVR;2;chemical
PVR;RIPR;8;chemical
PVR;IL1VR;8;chemical
IL1VR;vBWMR2;5;chemical
IL1VR;RMDVL;5;chemical
IL1VR;OLQVR;5;chemical
IL1VR;RMDDR;4;chemical
IL1VR;vBWMR2;4;chemical
IL1VR;URAVR;1;chemical
IL1VR;vBWMR2;1;chemical
IL1VR;vBWMR4;1;chemical
IL1VR;RMDDR;1;chemical
IL1VR;RMDDR;1;chemical
IL1VR;vBWMR2;1;chemical
URAVR;IL1VR;2;chemical
URAVR;vBWMR2;2;chemical
IL1VR;vBWMR4;3;chemical
IL1VR;RMDDR;3;chemical
URAVR;vBWMR4;1;chemical
IL1VR;IL1R;1;chemical
IL1VR;RMDDR;1;chemical
OLLR;RIBR;1;chemical
IL2DL;RMEL;1;chemical
IL1DR;PVR;1;chemical
IL1DR;RIPR;1;chemical
IL1DR;IL2DR;1;chemical
IL1DR;PVR;1;chemical
IL1DR;RIPR;1;chemical
IL1DR;IL2DR;1;chemical
SMDDL;RMDL;2;chemical
SMDDL;RIAR;2;chemical
IL2VL;RIPL;2;chemical
IL2VL;RMER;2;chemical
IL2VL;URAVL;2;chemical
RIH;RIPL;2;chemical
RIH;IL2VL;2;chemical
IL2VL;RMEV;2;chemical
IL2VL;RIPL;2;chemical
IL2VL;RMEL;2;chemical
IL2VL;RIPL;2;chemical
IL2VL;RMER;2;chemical
IL2VL;RIH;1;chemical
IL2VL;RIPL;1;chemical
RMER;IL1L;1;chemical
RMER;vBWML1;1;chemical
IL2L;ADEL;1;chemical
IL2L;RMER;1;chemical
IL2L;RMER;1;chemical
IL2L;OLQVL;3;chemical
IL2L;OLQVL;2;chemical
IL2L;RMEV;2;chemical
IL2L;OLQDL;2;chemical
IL2L;OLQDL;1;chemical
IL2R;RMGR;1;chemical
IL2R;AVER;1;chemical
IL2R;OLQVR;2;chemical
IL2R;OLQVR;1;chemical
IL2R;RIH;1;chemical
IL2R;OLQVR;3;chemical
IL2R;OLQDR;3;chemical
IL2R;RIH;3;chemical
IL2R;OLQDR;2;chemical
IL2R;OLQDR;2;chemical
IL2R;URADR;2;chemical
IL2R;OLQDR;2;chemical
IL2R;RIH;2;chemical
RIH;IL2R;3;chemical
RIH;OLQDR;3;chemical
OLLL;RMDL;1;chemical
IL1L;OLLL;1;chemical
ADEL;OLLL;1;chemical
ADEL;IL1L;1;chemical
CEPVL;OLLL;1;chemical
CEPVL;RMDDL;1;chemical
CEPVL;URYVL;1;chemical
RMDL;IL1L;1;chemical
OLLL;RMDDL;1;chemical
OLLL;AVER;1;chemical
OLLL;CEPVL;1;chemical
OLLL;RIBL;1;chemical
OLLL;AVER;1;chemical
CEPVL;RMDDL;1;chemical
AVER;OLLL;1;chemical
AVER;CEPDL;1;chemical
OLLL;URYDL;1;chemical
OLLL;RMDVL;1;chemical
OLLL;AVER;1;chemical
OLLL;SMDDR;1;chemical
OLLR;RMDDR;2;chemical
OLLR;CEPVR;2;chemical
OLLR;RIS;2;chemical
OLLR;RMDL;2;chemical
OLLR;AVEL;2;chemical
URYVR;AVEL;2;chemical
URYVR;RMDL;2;chemical
URYVR;RIBR;2;chemical
CEPDR;dBWMR3;1;chemical
RMHL;dBWMR3;2;chemical
OLLR;RMDDR;1;chemical
OLLR;AVEL;1;chemical
RIAL;RMDDL;1;chemical
OLLR;AVEL;1;chemical
OLLR;RIBR;1;chemical
CEPVR;AVEL;1;chemical
CEPVR;OLLR;1;chemical
OLLR;AVEL;1;chemical
OLLR;RIBR;1;chemical
OLLR;SMDDR;1;chemical
RMEV;SMDDR;1;chemical
RMEV;dBWML2;1;chemical
RMEV;dBWMR1;2;chemical
RMEV;dBWML2;1;chemical
RMEV;dBWMR1;3;chemical
RMEV;dBWML2;3;chemical
OLLR;SMDVR;1;chemical
OLLR;CEPDR;1;chemical
OLLR;CEPDR;1;chemical
OLLR;RMDVR;1;chemical
OLQDL;RMEL;1;chemical
OLQDL;RMEL;1;chemical
OLQDR;RMDDL;1;chemical
OLQDR;RMDDL;1;chemical
OLQDR;RMDDL;2;chemical
OLQDR;RIH;1;chemical
OLQDR;RMER;1;chemical
RIH;OLQDR;1;chemical
RIH;OLQVR;1;chemical
BAGR;RIBL;3;chemical
BAGR;RIAL;3;chemical
RIAL;URXL;1;chemical
RIBL;AUAL;1;chemical
RIBL;RIAL;1;chemical
RIAR;RIAL;3;chemical
RIAR;SMDDL;3;chemical
RIAR;RIAR;3;chemical
RIAR;RMDDL;3;chemical
RIAL;RMDDL;1;chemical
RMDL;RIAL;2;chemical
RIAL;RMDR;1;chemical
